ID,Country,Region,City,Latitude,Longitude
12261,-,-,-,N/A,N/A
12262,-,-,-,N/A,N/A
12265,-,-,-,N/A,N/A
12268,-,-,-,N/A,N/A
12272,-,-,-,N/A,N/A
12278,-,-,-,N/A,N/A
12280,-,-,-,N/A,N/A
12285,-,-,-,N/A,N/A
12289,-,-,-,N/A,N/A
12290,-,-,-,N/A,N/A
12295,-,-,-,N/A,N/A
12296,-,-,-,N/A,N/A
12297,-,-,-,N/A,N/A
12302,-,-,-,N/A,N/A
12306,-,-,-,N/A,N/A
12307,-,-,-,N/A,N/A
12314,-,-,-,N/A,N/A
12315,-,-,-,N/A,N/A
12317,-,-,-,N/A,N/A
12321,-,-,-,N/A,N/A
12328,-,-,-,N/A,N/A
12331,-,-,-,N/A,N/A
12332,-,-,-,N/A,N/A
12336,-,-,-,N/A,N/A
12337,-,-,-,N/A,N/A
12342,-,-,-,N/A,N/A
12345,-,-,-,N/A,N/A
12351,-,-,-,N/A,N/A
12353,-,-,-,N/A,N/A
12355,-,-,-,N/A,N/A
12357,-,-,-,N/A,N/A
12360,-,-,-,N/A,N/A
12361,-,-,-,N/A,N/A
12362,-,-,-,N/A,N/A
12363,-,-,-,N/A,N/A
12366,-,-,-,N/A,N/A
12374,-,-,-,N/A,N/A
12378,-,-,-,N/A,N/A
12379,-,-,-,N/A,N/A
12382,-,-,-,N/A,N/A
12384,-,-,-,N/A,N/A
12389,-,-,-,N/A,N/A
12391,-,-,-,N/A,N/A
12392,-,-,-,N/A,N/A
12398,-,-,-,N/A,N/A
12399,-,-,-,N/A,N/A
12406,-,-,-,N/A,N/A
12411,-,-,-,N/A,N/A
12412,-,-,-,N/A,N/A
12414,-,-,-,N/A,N/A
12416,-,-,-,N/A,N/A
12417,-,-,-,N/A,N/A
12434,-,-,-,N/A,N/A
12436,-,-,-,N/A,N/A
12442,-,-,-,N/A,N/A
12448,-,-,-,N/A,N/A
12454,-,-,-,N/A,N/A
12455,-,-,-,N/A,N/A
12459,-,-,-,N/A,N/A
12464,-,-,-,N/A,N/A
12465,-,-,-,N/A,N/A
12468,-,-,-,N/A,N/A
12469,-,-,-,N/A,N/A
12492,-,-,-,N/A,N/A
12495,-,-,-,N/A,N/A
12511,-,-,-,N/A,N/A
12515,-,-,-,N/A,N/A
12519,-,-,-,N/A,N/A
12521,-,-,-,N/A,N/A
12528,-,-,-,N/A,N/A
12532,-,-,-,N/A,N/A
12536,-,-,-,N/A,N/A
12537,-,-,-,N/A,N/A
12542,-,-,-,N/A,N/A
12544,-,-,-,N/A,N/A
12559,-,-,-,N/A,N/A
12577,-,-,-,N/A,N/A
12580,-,-,-,N/A,N/A
12585,-,-,-,N/A,N/A
12610,-,-,-,N/A,N/A
12616,-,-,-,N/A,N/A
12622,-,-,-,N/A,N/A
12630,-,-,-,N/A,N/A
12636,-,-,-,N/A,N/A
12640,-,-,-,N/A,N/A
12646,-,-,-,N/A,N/A
12650,-,-,-,N/A,N/A
12654,-,-,-,N/A,N/A
12735,-,-,-,N/A,N/A
12740,-,-,-,N/A,N/A
12745,-,-,-,N/A,N/A
12746,-,-,-,N/A,N/A
12779,-,-,-,N/A,N/A
12788,-,-,-,N/A,N/A
12789,-,-,-,N/A,N/A
12790,-,-,-,N/A,N/A
12822,-,-,-,N/A,N/A
12836,-,-,-,N/A,N/A
12844,-,-,-,N/A,N/A
12852,-,-,-,N/A,N/A
12869,-,-,-,N/A,N/A
12898,-,-,-,N/A,N/A
12902,-,-,-,N/A,N/A
12913,-,-,-,N/A,N/A
12918,-,-,-,N/A,N/A
12936,-,-,-,N/A,N/A
12941,-,-,-,N/A,N/A
12954,-,-,-,N/A,N/A
12972,-,-,-,N/A,N/A
12996,-,-,-,N/A,N/A
13026,-,-,-,N/A,N/A
13027,-,-,-,N/A,N/A
13032,-,-,-,N/A,N/A
13063,-,-,-,N/A,N/A
13093,-,-,-,N/A,N/A
13110,-,-,-,N/A,N/A
13122,-,-,-,N/A,N/A
13157,-,-,-,N/A,N/A
13159,-,-,-,N/A,N/A
13161,-,-,-,N/A,N/A
13167,-,-,-,N/A,N/A
13168,-,-,-,N/A,N/A
13170,-,-,-,N/A,N/A
13211,-,-,-,N/A,N/A
13233,-,-,-,N/A,N/A
13247,-,-,-,N/A,N/A
13283,-,-,-,N/A,N/A
13286,-,-,-,N/A,N/A
13289,-,-,-,N/A,N/A
13311,-,-,-,N/A,N/A
13374,-,-,-,N/A,N/A
13565,-,-,-,N/A,N/A
13569,-,-,-,N/A,N/A
13618,-,-,-,N/A,N/A
13657,-,-,-,N/A,N/A
13665,-,-,-,N/A,N/A
13753,-,-,-,N/A,N/A
13763,-,-,-,N/A,N/A
13764,-,-,-,N/A,N/A
13774,-,-,-,N/A,N/A
13776,-,-,-,N/A,N/A
13781,-,-,-,N/A,N/A
13812,-,-,-,N/A,N/A
13866,-,-,-,N/A,N/A
13869,-,-,-,N/A,N/A
13912,-,-,-,N/A,N/A
13986,-,-,-,N/A,N/A
14000,-,-,-,N/A,N/A
14103,-,-,-,N/A,N/A
14162,-,-,-,N/A,N/A
14179,-,-,-,N/A,N/A
14198,-,-,-,N/A,N/A
14250,-,-,-,N/A,N/A
14257,-,-,-,N/A,N/A
14332,-,-,-,N/A,N/A
14333,-,-,-,N/A,N/A
14339,-,-,-,N/A,N/A
14345,-,-,-,N/A,N/A
14347,-,-,-,N/A,N/A
14348,-,-,-,N/A,N/A
14391,-,-,-,N/A,N/A
14464,-,-,-,N/A,N/A
14505,-,-,-,N/A,N/A
14529,-,-,-,N/A,N/A
14589,-,-,-,N/A,N/A
14603,-,-,-,N/A,N/A
14604,-,-,-,N/A,N/A
14629,-,-,-,N/A,N/A
14630,-,-,-,N/A,N/A
14639,-,-,-,N/A,N/A
14647,-,-,-,N/A,N/A
14648,-,-,-,N/A,N/A
14657,-,-,-,N/A,N/A
14673,-,-,-,N/A,N/A
14687,-,-,-,N/A,N/A
14700,-,-,-,N/A,N/A
14702,-,-,-,N/A,N/A
14712,-,-,-,N/A,N/A
14718,-,-,-,N/A,N/A
14731,-,-,-,N/A,N/A
14732,-,-,-,N/A,N/A
14733,-,-,-,N/A,N/A
14734,-,-,-,N/A,N/A
14735,-,-,-,N/A,N/A
14736,-,-,-,N/A,N/A
14737,-,-,-,N/A,N/A
14739,-,-,-,N/A,N/A
14740,-,-,-,N/A,N/A
14741,-,-,-,N/A,N/A
14742,-,-,-,N/A,N/A
14761,-,-,-,N/A,N/A
14763,-,-,-,N/A,N/A
14776,-,-,-,N/A,N/A
14791,-,-,-,N/A,N/A
14792,-,-,-,N/A,N/A
14797,-,-,-,N/A,N/A
14799,-,-,-,N/A,N/A
14801,-,-,-,N/A,N/A
14807,-,-,-,N/A,N/A
14814,-,-,-,N/A,N/A
14828,-,-,-,N/A,N/A
14834,-,-,-,N/A,N/A
14840,-,-,-,N/A,N/A
14843,-,-,-,N/A,N/A
14844,-,-,-,N/A,N/A
14852,-,-,-,N/A,N/A
14861,-,-,-,N/A,N/A
14870,-,-,-,N/A,N/A
14871,-,-,-,N/A,N/A
14880,-,-,-,N/A,N/A
14905,-,-,-,N/A,N/A
14906,-,-,-,N/A,N/A
14909,-,-,-,N/A,N/A
14931,-,-,-,N/A,N/A
14940,-,-,-,N/A,N/A
14942,-,-,-,N/A,N/A
14944,-,-,-,N/A,N/A
14947,-,-,-,N/A,N/A
14951,-,-,-,N/A,N/A
14952,-,-,-,N/A,N/A
14953,-,-,-,N/A,N/A
14961,-,-,-,N/A,N/A
14962,-,-,-,N/A,N/A
14968,-,-,-,N/A,N/A
14977,-,-,-,N/A,N/A
14985,-,-,-,N/A,N/A
14989,-,-,-,N/A,N/A
14990,-,-,-,N/A,N/A
14991,-,-,-,N/A,N/A
14994,-,-,-,N/A,N/A
15006,-,-,-,N/A,N/A
15010,-,-,-,N/A,N/A
15011,-,-,-,N/A,N/A
15017,-,-,-,N/A,N/A
15022,-,-,-,N/A,N/A
15025,-,-,-,N/A,N/A
15031,-,-,-,N/A,N/A
15038,-,-,-,N/A,N/A
15047,-,-,-,N/A,N/A
15050,-,-,-,N/A,N/A
15070,-,-,-,N/A,N/A
15133,-,-,-,N/A,N/A
15138,-,-,-,N/A,N/A
15139,-,-,-,N/A,N/A
15140,-,-,-,N/A,N/A
15141,-,-,-,N/A,N/A
15144,-,-,-,N/A,N/A
15145,-,-,-,N/A,N/A
15152,-,-,-,N/A,N/A
15155,-,-,-,N/A,N/A
15157,-,-,-,N/A,N/A
15164,-,-,-,N/A,N/A
15166,-,-,-,N/A,N/A
15167,-,-,-,N/A,N/A
15177,-,-,-,N/A,N/A
15180,-,-,-,N/A,N/A
15189,-,-,-,N/A,N/A
15193,-,-,-,N/A,N/A
15198,-,-,-,N/A,N/A
15208,-,-,-,N/A,N/A
15221,-,-,-,N/A,N/A
15227,-,-,-,N/A,N/A
15236,-,-,-,N/A,N/A
15237,-,-,-,N/A,N/A
15241,-,-,-,N/A,N/A
15260,-,-,-,N/A,N/A
15305,-,-,-,N/A,N/A
15307,-,-,-,N/A,N/A
15331,-,-,-,N/A,N/A
15335,-,-,-,N/A,N/A
15340,-,-,-,N/A,N/A
15351,-,-,-,N/A,N/A
15364,-,-,-,N/A,N/A
15375,-,-,-,N/A,N/A
15381,-,-,-,N/A,N/A
15382,-,-,-,N/A,N/A
15383,-,-,-,N/A,N/A
15406,-,-,-,N/A,N/A
15411,-,-,-,N/A,N/A
15440,-,-,-,N/A,N/A
15452,-,-,-,N/A,N/A
15481,-,-,-,N/A,N/A
15488,-,-,-,N/A,N/A
15593,-,-,-,N/A,N/A
15594,-,-,-,N/A,N/A
15595,-,-,-,N/A,N/A
15596,-,-,-,N/A,N/A
15597,-,-,-,N/A,N/A
15598,-,-,-,N/A,N/A
15603,-,-,-,N/A,N/A
15604,-,-,-,N/A,N/A
15605,-,-,-,N/A,N/A
15688,-,-,-,N/A,N/A
15716,-,-,-,N/A,N/A
15727,-,-,-,N/A,N/A
15732,-,-,-,N/A,N/A
15744,-,-,-,N/A,N/A
15778,-,-,-,N/A,N/A
15785,-,-,-,N/A,N/A
15801,-,-,-,N/A,N/A
15802,-,-,-,N/A,N/A
15803,-,-,-,N/A,N/A
15804,-,-,-,N/A,N/A
15806,-,-,-,N/A,N/A
15830,-,-,-,N/A,N/A
15845,-,-,-,N/A,N/A
15854,-,-,-,N/A,N/A
15857,-,-,-,N/A,N/A
15858,-,-,-,N/A,N/A
15872,-,-,-,N/A,N/A
15873,-,-,-,N/A,N/A
15874,-,-,-,N/A,N/A
15876,-,-,-,N/A,N/A
15879,-,-,-,N/A,N/A
15896,-,-,-,N/A,N/A
15925,-,-,-,N/A,N/A
15950,-,-,-,N/A,N/A
15973,-,-,-,N/A,N/A
15975,-,-,-,N/A,N/A
16000,-,-,-,N/A,N/A
16001,-,-,-,N/A,N/A
16029,-,-,-,N/A,N/A
16056,-,-,-,N/A,N/A
16074,-,-,-,N/A,N/A
16079,-,-,-,N/A,N/A
16106,-,-,-,N/A,N/A
16230,-,-,-,N/A,N/A
16285,-,-,-,N/A,N/A
16323,-,-,-,N/A,N/A
16325,-,-,-,N/A,N/A
16338,-,-,-,N/A,N/A
16345,-,-,-,N/A,N/A
16346,-,-,-,N/A,N/A
16354,-,-,-,N/A,N/A
16358,-,-,-,N/A,N/A
16359,-,-,-,N/A,N/A
16429,-,-,-,N/A,N/A
16534,-,-,-,N/A,N/A
16563,-,-,-,N/A,N/A
16570,-,-,-,N/A,N/A
16662,-,-,-,N/A,N/A
16731,-,-,-,N/A,N/A
16805,-,-,-,N/A,N/A
16890,-,-,-,N/A,N/A
17045,-,-,-,N/A,N/A
17086,-,-,-,N/A,N/A
17111,-,-,-,N/A,N/A
17198,-,-,-,N/A,N/A
17265,-,-,-,N/A,N/A
17267,-,-,-,N/A,N/A
17310,-,-,-,N/A,N/A
17326,-,-,-,N/A,N/A
17357,-,-,-,N/A,N/A
17374,-,-,-,N/A,N/A
17378,-,-,-,N/A,N/A
17394,-,-,-,N/A,N/A
17395,-,-,-,N/A,N/A
17420,-,-,-,N/A,N/A
17428,-,-,-,N/A,N/A
17438,-,-,-,N/A,N/A
17442,-,-,-,N/A,N/A
17501,-,-,-,N/A,N/A
17523,-,-,-,N/A,N/A
17527,-,-,-,N/A,N/A
17537,-,-,-,N/A,N/A
17542,-,-,-,N/A,N/A
17614,-,-,-,N/A,N/A
17692,-,-,-,N/A,N/A
17739,-,-,-,N/A,N/A
17822,-,-,-,N/A,N/A
17844,-,-,-,N/A,N/A
17894,-,-,-,N/A,N/A
17906,-,-,-,N/A,N/A
17925,-,-,-,N/A,N/A
18001,-,-,-,N/A,N/A
18027,-,-,-,N/A,N/A
18030,-,-,-,N/A,N/A
18041,-,-,-,N/A,N/A
18043,-,-,-,N/A,N/A
18060,-,-,-,N/A,N/A
18074,-,-,-,N/A,N/A
18081,-,-,-,N/A,N/A
18105,-,-,-,N/A,N/A
18110,-,-,-,N/A,N/A
18122,-,-,-,N/A,N/A
18132,-,-,-,N/A,N/A
18169,-,-,-,N/A,N/A
18216,-,-,-,N/A,N/A
18286,-,-,-,N/A,N/A
18303,-,-,-,N/A,N/A
18305,-,-,-,N/A,N/A
18306,-,-,-,N/A,N/A
18336,-,-,-,N/A,N/A
18362,-,-,-,N/A,N/A
18400,-,-,-,N/A,N/A
18423,-,-,-,N/A,N/A
18464,-,-,-,N/A,N/A
18473,-,-,-,N/A,N/A
18524,-,-,-,N/A,N/A
18528,-,-,-,N/A,N/A
18552,-,-,-,N/A,N/A
18589,-,-,-,N/A,N/A
18626,-,-,-,N/A,N/A
18642,-,-,-,N/A,N/A
18648,-,-,-,N/A,N/A
18787,-,-,-,N/A,N/A
18824,-,-,-,N/A,N/A
18868,-,-,-,N/A,N/A
18885,-,-,-,N/A,N/A
19016,-,-,-,N/A,N/A
19017,-,-,-,N/A,N/A
19130,-,-,-,N/A,N/A
19149,-,-,-,N/A,N/A
19193,-,-,-,N/A,N/A
19205,-,-,-,N/A,N/A
19207,-,-,-,N/A,N/A
19226,-,-,-,N/A,N/A
19241,-,-,-,N/A,N/A
19242,-,-,-,N/A,N/A
19251,-,-,-,N/A,N/A
19253,-,-,-,N/A,N/A
19263,-,-,-,N/A,N/A
19276,-,-,-,N/A,N/A
19308,-,-,-,N/A,N/A
19323,-,-,-,N/A,N/A
19335,-,-,-,N/A,N/A
19338,-,-,-,N/A,N/A
19352,-,-,-,N/A,N/A
19353,-,-,-,N/A,N/A
19380,-,-,-,N/A,N/A
19407,-,-,-,N/A,N/A
19410,-,-,-,N/A,N/A
19445,-,-,-,N/A,N/A
19464,-,-,-,N/A,N/A
19506,-,-,-,N/A,N/A
19511,-,-,-,N/A,N/A
19514,-,-,-,N/A,N/A
19536,-,-,-,N/A,N/A
19542,-,-,-,N/A,N/A
19559,-,-,-,N/A,N/A
19568,-,-,-,N/A,N/A
19572,-,-,-,N/A,N/A
19574,-,-,-,N/A,N/A
19575,-,-,-,N/A,N/A
19577,-,-,-,N/A,N/A
19601,-,-,-,N/A,N/A
19608,-,-,-,N/A,N/A
19636,-,-,-,N/A,N/A
19644,-,-,-,N/A,N/A
19712,-,-,-,N/A,N/A
19719,-,-,-,N/A,N/A
19735,-,-,-,N/A,N/A
19743,-,-,-,N/A,N/A
19745,-,-,-,N/A,N/A
19746,-,-,-,N/A,N/A
19747,-,-,-,N/A,N/A
19758,-,-,-,N/A,N/A
19786,-,-,-,N/A,N/A
19794,-,-,-,N/A,N/A
19804,-,-,-,N/A,N/A
19846,-,-,-,N/A,N/A
19847,-,-,-,N/A,N/A
19863,-,-,-,N/A,N/A
19955,-,-,-,N/A,N/A
19956,-,-,-,N/A,N/A
19984,-,-,-,N/A,N/A
19987,-,-,-,N/A,N/A
19988,-,-,-,N/A,N/A
19989,-,-,-,N/A,N/A
19992,-,-,-,N/A,N/A
19996,-,-,-,N/A,N/A
20000,-,-,-,N/A,N/A
20005,-,-,-,N/A,N/A
20014,-,-,-,N/A,N/A
20015,-,-,-,N/A,N/A
20054,-,-,-,N/A,N/A
20065,-,-,-,N/A,N/A
20105,-,-,-,N/A,N/A
20107,-,-,-,N/A,N/A
20109,-,-,-,N/A,N/A
20125,-,-,-,N/A,N/A
20153,-,-,-,N/A,N/A
20155,-,-,-,N/A,N/A
20184,-,-,-,N/A,N/A
20188,-,-,-,N/A,N/A
20190,-,-,-,N/A,N/A
20194,-,-,-,N/A,N/A
20204,-,-,-,N/A,N/A
20206,-,-,-,N/A,N/A
20225,-,-,-,N/A,N/A
20241,-,-,-,N/A,N/A
20247,-,-,-,N/A,N/A
20248,-,-,-,N/A,N/A
20266,-,-,-,N/A,N/A
20287,-,-,-,N/A,N/A
20376,-,-,-,N/A,N/A
20383,-,-,-,N/A,N/A
20428,-,-,-,N/A,N/A
20446,-,-,-,N/A,N/A
20467,-,-,-,N/A,N/A
20473,-,-,-,N/A,N/A
20480,-,-,-,N/A,N/A
20486,-,-,-,N/A,N/A
20502,-,-,-,N/A,N/A
20524,-,-,-,N/A,N/A
20529,-,-,-,N/A,N/A
20541,-,-,-,N/A,N/A
20545,-,-,-,N/A,N/A
20581,-,-,-,N/A,N/A
20602,-,-,-,N/A,N/A
20605,-,-,-,N/A,N/A
20611,-,-,-,N/A,N/A
20622,-,-,-,N/A,N/A
20628,-,-,-,N/A,N/A
20656,-,-,-,N/A,N/A
20680,-,-,-,N/A,N/A
20718,-,-,-,N/A,N/A
20723,-,-,-,N/A,N/A
20738,-,-,-,N/A,N/A
20759,-,-,-,N/A,N/A
20763,-,-,-,N/A,N/A
20817,-,-,-,N/A,N/A
20821,-,-,-,N/A,N/A
20823,-,-,-,N/A,N/A
20841,-,-,-,N/A,N/A
20849,-,-,-,N/A,N/A
20870,-,-,-,N/A,N/A
20902,-,-,-,N/A,N/A
20933,-,-,-,N/A,N/A
20955,-,-,-,N/A,N/A
20970,-,-,-,N/A,N/A
20986,-,-,-,N/A,N/A
20987,-,-,-,N/A,N/A
20991,-,-,-,N/A,N/A
21004,-,-,-,N/A,N/A
21007,-,-,-,N/A,N/A
21025,-,-,-,N/A,N/A
21033,-,-,-,N/A,N/A
21037,-,-,-,N/A,N/A
21041,-,-,-,N/A,N/A
21043,-,-,-,N/A,N/A
21049,-,-,-,N/A,N/A
21066,-,-,-,N/A,N/A
21084,-,-,-,N/A,N/A
21086,-,-,-,N/A,N/A
21101,-,-,-,N/A,N/A
21110,-,-,-,N/A,N/A
21113,-,-,-,N/A,N/A
21131,-,-,-,N/A,N/A
21147,-,-,-,N/A,N/A
21163,-,-,-,N/A,N/A
21180,-,-,-,N/A,N/A
21182,-,-,-,N/A,N/A
21184,-,-,-,N/A,N/A
21216,-,-,-,N/A,N/A
21224,-,-,-,N/A,N/A
21244,-,-,-,N/A,N/A
21251,-,-,-,N/A,N/A
21256,-,-,-,N/A,N/A
21261,-,-,-,N/A,N/A
21351,-,-,-,N/A,N/A
21353,-,-,-,N/A,N/A
21354,-,-,-,N/A,N/A
21355,-,-,-,N/A,N/A
21356,-,-,-,N/A,N/A
21357,-,-,-,N/A,N/A
21358,-,-,-,N/A,N/A
21359,-,-,-,N/A,N/A
21360,-,-,-,N/A,N/A
21379,-,-,-,N/A,N/A
21419,-,-,-,N/A,N/A
21420,-,-,-,N/A,N/A
21423,-,-,-,N/A,N/A
21443,-,-,-,N/A,N/A
21444,-,-,-,N/A,N/A
21445,-,-,-,N/A,N/A
21460,-,-,-,N/A,N/A
21469,-,-,-,N/A,N/A
21484,-,-,-,N/A,N/A
21505,-,-,-,N/A,N/A
21525,-,-,-,N/A,N/A
21530,-,-,-,N/A,N/A
21532,-,-,-,N/A,N/A
21543,-,-,-,N/A,N/A
21544,-,-,-,N/A,N/A
21573,-,-,-,N/A,N/A
21581,-,-,-,N/A,N/A
21582,-,-,-,N/A,N/A
21609,-,-,-,N/A,N/A
21653,-,-,-,N/A,N/A
21661,-,-,-,N/A,N/A
21662,-,-,-,N/A,N/A
21702,-,-,-,N/A,N/A
21709,-,-,-,N/A,N/A
21733,-,-,-,N/A,N/A
21752,-,-,-,N/A,N/A
21761,-,-,-,N/A,N/A
21805,-,-,-,N/A,N/A
21809,-,-,-,N/A,N/A
21819,-,-,-,N/A,N/A
21820,-,-,-,N/A,N/A
21821,-,-,-,N/A,N/A
21822,-,-,-,N/A,N/A
21823,-,-,-,N/A,N/A
21824,-,-,-,N/A,N/A
21826,-,-,-,N/A,N/A
21827,-,-,-,N/A,N/A
21828,-,-,-,N/A,N/A
21831,-,-,-,N/A,N/A
21832,-,-,-,N/A,N/A
21836,-,-,-,N/A,N/A
21837,-,-,-,N/A,N/A
21838,-,-,-,N/A,N/A
21839,-,-,-,N/A,N/A
21840,-,-,-,N/A,N/A
21841,-,-,-,N/A,N/A
21842,-,-,-,N/A,N/A
21873,-,-,-,N/A,N/A
21877,-,-,-,N/A,N/A
21884,-,-,-,N/A,N/A
21903,-,-,-,N/A,N/A
21943,-,-,-,N/A,N/A
21944,-,-,-,N/A,N/A
21952,-,-,-,N/A,N/A
21956,-,-,-,N/A,N/A
21986,-,-,-,N/A,N/A
22005,-,-,-,N/A,N/A
22032,-,-,-,N/A,N/A
22035,-,-,-,N/A,N/A
22058,-,-,-,N/A,N/A
22072,-,-,-,N/A,N/A
22094,-,-,-,N/A,N/A
22100,-,-,-,N/A,N/A
22110,-,-,-,N/A,N/A
22134,-,-,-,N/A,N/A
22209,-,-,-,N/A,N/A
22252,-,-,-,N/A,N/A
22266,-,-,-,N/A,N/A
22271,-,-,-,N/A,N/A
22272,-,-,-,N/A,N/A
22290,-,-,-,N/A,N/A
22293,-,-,-,N/A,N/A
22341,-,-,-,N/A,N/A
22362,-,-,-,N/A,N/A
22364,-,-,-,N/A,N/A
22407,-,-,-,N/A,N/A
22431,-,-,-,N/A,N/A
22440,-,-,-,N/A,N/A
22441,-,-,-,N/A,N/A
22452,-,-,-,N/A,N/A
22519,-,-,-,N/A,N/A
22531,-,-,-,N/A,N/A
22537,-,-,-,N/A,N/A
22547,-,-,-,N/A,N/A
22554,-,-,-,N/A,N/A
22575,-,-,-,N/A,N/A
22585,-,-,-,N/A,N/A
22586,-,-,-,N/A,N/A
22591,-,-,-,N/A,N/A
22603,-,-,-,N/A,N/A
22617,-,-,-,N/A,N/A
22623,-,-,-,N/A,N/A
22638,-,-,-,N/A,N/A
22657,-,-,-,N/A,N/A
22660,-,-,-,N/A,N/A
22666,-,-,-,N/A,N/A
22700,-,-,-,N/A,N/A
22708,-,-,-,N/A,N/A
22752,-,-,-,N/A,N/A
22771,-,-,-,N/A,N/A
22780,-,-,-,N/A,N/A
22800,-,-,-,N/A,N/A
22857,-,-,-,N/A,N/A
22861,-,-,-,N/A,N/A
22918,-,-,-,N/A,N/A
22919,-,-,-,N/A,N/A
22933,-,-,-,N/A,N/A
22947,-,-,-,N/A,N/A
22953,-,-,-,N/A,N/A
22965,-,-,-,N/A,N/A
22973,-,-,-,N/A,N/A
23017,-,-,-,N/A,N/A
23032,-,-,-,N/A,N/A
23042,-,-,-,N/A,N/A
23087,-,-,-,N/A,N/A
23113,-,-,-,N/A,N/A
23134,-,-,-,N/A,N/A
23168,-,-,-,N/A,N/A
23174,-,-,-,N/A,N/A
23188,-,-,-,N/A,N/A
23202,-,-,-,N/A,N/A
23222,-,-,-,N/A,N/A
23238,-,-,-,N/A,N/A
23250,-,-,-,N/A,N/A
23253,-,-,-,N/A,N/A
23258,-,-,-,N/A,N/A
23272,-,-,-,N/A,N/A
23283,-,-,-,N/A,N/A
23287,-,-,-,N/A,N/A
23289,-,-,-,N/A,N/A
23305,-,-,-,N/A,N/A
23315,-,-,-,N/A,N/A
23322,-,-,-,N/A,N/A
23338,-,-,-,N/A,N/A
23342,-,-,-,N/A,N/A
23405,-,-,-,N/A,N/A
23442,-,-,-,N/A,N/A
23452,-,-,-,N/A,N/A
23458,-,-,-,N/A,N/A
23459,-,-,-,N/A,N/A
23460,-,-,-,N/A,N/A
23467,-,-,-,N/A,N/A
23472,-,-,-,N/A,N/A
23490,-,-,-,N/A,N/A
23493,-,-,-,N/A,N/A
23496,-,-,-,N/A,N/A
23512,-,-,-,N/A,N/A
23524,-,-,-,N/A,N/A
23532,-,-,-,N/A,N/A
23533,-,-,-,N/A,N/A
23544,-,-,-,N/A,N/A
23560,-,-,-,N/A,N/A
23563,-,-,-,N/A,N/A
23566,-,-,-,N/A,N/A
23567,-,-,-,N/A,N/A
23569,-,-,-,N/A,N/A
23571,-,-,-,N/A,N/A
23574,-,-,-,N/A,N/A
23576,-,-,-,N/A,N/A
23578,-,-,-,N/A,N/A
23583,-,-,-,N/A,N/A
23588,-,-,-,N/A,N/A
23589,-,-,-,N/A,N/A
23610,-,-,-,N/A,N/A
23659,-,-,-,N/A,N/A
23660,-,-,-,N/A,N/A
23662,-,-,-,N/A,N/A
23663,-,-,-,N/A,N/A
23664,-,-,-,N/A,N/A
23670,-,-,-,N/A,N/A
23682,-,-,-,N/A,N/A
23684,-,-,-,N/A,N/A
23693,-,-,-,N/A,N/A
23739,-,-,-,N/A,N/A
23744,-,-,-,N/A,N/A
23810,-,-,-,N/A,N/A
23826,-,-,-,N/A,N/A
23876,-,-,-,N/A,N/A
23878,-,-,-,N/A,N/A
23879,-,-,-,N/A,N/A
23881,-,-,-,N/A,N/A
23882,-,-,-,N/A,N/A
23883,-,-,-,N/A,N/A
23892,-,-,-,N/A,N/A
23899,-,-,-,N/A,N/A
23946,-,-,-,N/A,N/A
23950,-,-,-,N/A,N/A
23958,-,-,-,N/A,N/A
23961,-,-,-,N/A,N/A
23977,-,-,-,N/A,N/A
23981,-,-,-,N/A,N/A
23984,-,-,-,N/A,N/A
23988,-,-,-,N/A,N/A
23990,-,-,-,N/A,N/A
23996,-,-,-,N/A,N/A
24011,-,-,-,N/A,N/A
24018,-,-,-,N/A,N/A
24028,-,-,-,N/A,N/A
24039,-,-,-,N/A,N/A
24048,-,-,-,N/A,N/A
24054,-,-,-,N/A,N/A
24064,-,-,-,N/A,N/A
24068,-,-,-,N/A,N/A
24074,-,-,-,N/A,N/A
24075,-,-,-,N/A,N/A
24085,-,-,-,N/A,N/A
24091,-,-,-,N/A,N/A
24093,-,-,-,N/A,N/A
24110,-,-,-,N/A,N/A
24114,-,-,-,N/A,N/A
24121,-,-,-,N/A,N/A
24124,-,-,-,N/A,N/A
24127,-,-,-,N/A,N/A
24153,-,-,-,N/A,N/A
24154,-,-,-,N/A,N/A
24155,-,-,-,N/A,N/A
24170,-,-,-,N/A,N/A
24181,-,-,-,N/A,N/A
24193,-,-,-,N/A,N/A
24206,-,-,-,N/A,N/A
24208,-,-,-,N/A,N/A
24212,-,-,-,N/A,N/A
24213,-,-,-,N/A,N/A
24216,-,-,-,N/A,N/A
24242,-,-,-,N/A,N/A
24246,-,-,-,N/A,N/A
24247,-,-,-,N/A,N/A
24262,-,-,-,N/A,N/A
24271,-,-,-,N/A,N/A
24277,-,-,-,N/A,N/A
24279,-,-,-,N/A,N/A
24295,-,-,-,N/A,N/A
24296,-,-,-,N/A,N/A
24298,-,-,-,N/A,N/A
24300,-,-,-,N/A,N/A
24309,-,-,-,N/A,N/A
24317,-,-,-,N/A,N/A
24322,-,-,-,N/A,N/A
24325,-,-,-,N/A,N/A
24331,-,-,-,N/A,N/A
24332,-,-,-,N/A,N/A
24335,-,-,-,N/A,N/A
24336,-,-,-,N/A,N/A
24337,-,-,-,N/A,N/A
24338,-,-,-,N/A,N/A
24339,-,-,-,N/A,N/A
24340,-,-,-,N/A,N/A
24343,-,-,-,N/A,N/A
24347,-,-,-,N/A,N/A
24349,-,-,-,N/A,N/A
24352,-,-,-,N/A,N/A
24363,-,-,-,N/A,N/A
